district-name,state,nces-id,website-url
AMERICAN ACADEMY OF INNOVATION,UTAH,4900186,http://aaiutah.org
AMERICAN BASIC SCHOOLS LLC,Arizona,0400218,http://www.burkebasicschool.com
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ALTA VISTA HIGH S,Arizona,0400619,NA
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. APACHE TRAIL HIGH,Arizona,0400357,NA
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. CRESTVIEW COLLEGE,Arizona,0400385,NA
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. DESERT HILLS HIGH,Arizona,0400384,NA
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ESTRELLA HIGH SCH,Arizona,0400352,NA
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. PEORIA ACCELERATE,Arizona,0400353,http://www.leonagroup.com/peoriaacchs/
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH POINTE HIGH,Arizona,0400618,NA
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH RIDGE HIGH,Arizona,0400447,NA
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SUN VALLEY HIGH S,Arizona,0400354,NA
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. WEST PHOENIX HIGH,Arizona,0400355,NA
AMERICAN DREAM CHARTER SCHOOL,NEW YORK,3601119,NA
AMERICAN FALLS JOINT DISTRICT,Idaho,1600060,NA
AMERICAN HERITAGE ACADEMY,Arizona,0400130,http://www.americanheritageacademy.org/home
AMERICAN HERITAGE CHARTER SCHOOL INC.,Idaho,1600162,NA
AMERICAN INTERNATIONAL ACADEMY,Michigan,2600986,NA
AMERICAN INTERNATIONAL SCHOOL OF UTAH,Utah,4900172,http://www.AISUtah.org
AMERICAN LEADERSHIP ACADEMY,Utah,4900033,http://www.americanleadership.net
AMERICAN LEADERSHIP ACADEMY  INC.,Arizona,0400112,http://www.alaschools.org/
AMERICAN MONTESSORI ACADEMY,Michigan,2600312,http://www.americanmontessori.net
AMERICAN PREPARATORY ACADEMY - LEA,Utah,4900005,http://www.americanprep.org
AMERICAN RENAISSANCE SCHOOL,North Carolina,3700086,http://www.arsnc.org
AMERICAN VIRTUAL ACADEMY,Arizona,0400329,http://www.primavera-online-high-school.com
AMERY SCHOOL DISTRICT,Wisconsin,5500300,http://www.amerysd.k12.wi.us
AMES COMM SCHOOL DISTRICT,Iowa,1903540,http://www.ames.k12.ia.us
AMESBURY,Massachusetts,2501860,http://schools.amesburyma.gov
AMHERST,Massachusetts,2501890,http://www.arps.org
AMHERST CENTRAL SCHOOL DISTRICT,New York,3602920,http://www.amherstschools.org
AMHERST CO PBLC SCHS,Virginia,5100210,http://www.amherst.k12.va.us
AMHERST EXEMPTED VILLAGE,Ohio,3904519,http://www.amherst.k12.oh.us/
AMHERST ISD,Texas,4808160,http://www.amherstisd.com
AMHERST PUBLIC SCHOOLS,Nebraska,3100070,NA
AMHERST SAU OFFICE,New Hampshire,3399939,NA
AMHERST SCHOOL DISTRICT,New Hampshire,3301470,NA
AMHERST-PELHAM,Massachusetts,2501920,http://www.arps.org
AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,Texas,4800113,http://www.amigosporvida.com
AMISTAD ACADEMY DISTRICT,Connecticut,0900024,NA
AMITE COUNTY SCHOOL DISTRICT,Mississippi,2800420,http://www.amite.k12.ms.us
AMITY SD 4J,Oregon,4101230,http://www.amity.k12.or.us
AMITYVILLE UNION FREE SCHOOL DISTRICT,New York,3602940,http://www.amityville.k12.ny.us
AMORY SCHOOL DIST,Mississippi,2800450,http://www.amoryschools.com
AMPHITHEATER UNIFIED DISTRICT,Arizona,0400680,http://www.amphi.com
AMSTERDAM CITY SCHOOL DISTRICT,New York,3602970,http://www.gasd.org
AMSTERDAM ELEM,Montana,3001980,http://amsterdamschool.org
AMY BIEHL CHARTER HIGH SCHOOL,New Mexico,3500131,NA
ANACONDA ELEM,Montana,3002010,NA
ANACONDA H S,Montana,3002030,NA
ANACORTES SCHOOL DISTRICT,Washington,5300150,NA
ANADARKO,Oklahoma,4003000,http://www.apswarriors.com
ANAHEIM ELEMENTARY,California,0602610,http://www.anaheimelementary.org
ANAHEIM UNION HIGH,California,0602630,http://www.auhsd.us
ANAHUAC ISD,Texas,4808190,http://www.anahuacisd.net/
ANAMOOSE 14,North Dakota,3801950,http://www.anamoose-drake.k12.nd.us
ANAMOSA COMM SCHOOL DISTRICT,Iowa,1903570,http://www.anamosa.k12.ia.us
ANCHOR BAY SCHOOL DISTRICT,Michigan,2602790,http://www.anchorbay.misd.net
ANCHORAGE INDEPENDENT,Kentucky,2100090,NA
ANCHORAGE SCHOOL DISTRICT,Alaska,0200180,http://www.asdk12.org
ANDALUSIA CITY,Alabama,0100060,http://www.andalusiacityschools.net
ANDERSON,Oklahoma,4003010,http://www.andersontrojans.org
ANDERSON 01,South Carolina,4500780,http://www.anderson1.k12.sc.us/
ANDERSON 02,South Carolina,4500810,http://www.anderson2.org/
ANDERSON 03,South Carolina,4500840,http://www.anderson3.k12.sc.us/Domain/4
ANDERSON 04,South Carolina,4500870,http://www.anderson4.org
ANDERSON 05,South Carolina,4500900,http://www.anderson5.net/
ANDERSON 80,South Carolina,4500760,NA
ANDERSON COMMUNITY SCHOOL CORP,Indiana,1800150,http://www.acsc.net/
ANDERSON COUNTY,Kentucky,2100120,NA
ANDERSON COUNTY,Tennessee,4700090,http://www.acs.ac/
ANDERSON CREEK ACADEMY,North Carolina,3700381,http://www.acacharter.com
ANDERSON ELEM,Montana,3002070,http://www.andersonmt.org
ANDERSON PREPARATORY ACADEMY,Indiana,1800077,http://www.goapa.org/
ANDERSON UNION HIGH,California,0602700,http://www.auhsd.net
ANDERSON VALLEY UNIFIED,California,0602730,http://www.avusd.k12.ca.us
ANDERSON-SHIRO CISD,Texas,4808230,http://ascisd.net
ANDES CENTRAL SCHOOL DISTRICT,New York,3603000,NA
ANDES CENTRAL SCHOOL DISTRICT 11-1,South Dakota,4639540,http://www.andescentral.k12.sd.us
ANDOVER,Kansas,2003360,http://www.usd385.org
ANDOVER,Massachusetts,2501950,http://www.aps1.net
ANDOVER CENTRAL SCHOOL DISTRICT,New York,3603030,http://www.andovercsd.org
ANDOVER PUBLIC SCHOOLS,MAINE,2314823,http://www.andoverschoolmaine.org
ANDOVER REGIONAL SCHOOL DISTRICT,New Jersey,3400900,http://www.andoverregional.org
ANDOVER SCHOOL DISTRICT,New Hampshire,3301500,NA
ANDOVER SCHOOL DISTRICT,Connecticut,0900030,NA
ANDOVER SCHOOL DISTRICT,Vermont,5000023,NA
ANDREW COMM SCHOOL DISTRICT,Iowa,1903630,http://www.andrew.k12.ia.us
ANDREW J BROWN ACADEMY,Indiana,1800042,http://www.nhaschools.com/schools/ajbrown/
ANDREWS ISD,Texas,4808280,http://www.andrews.esc18.net
ANGLETON ISD,Texas,4808310,http://www.angletonisd.net
ANIMAS PUBLIC SCHOOLS,New Mexico,3500090,NA
ANKENY COMM SCHOOL DISTRICT,Iowa,1903690,http://www.ankenyschools.org
ANN ARBOR LEARNING COMMUNITY,Michigan,2600222,http://www.annarborlearningcommunity.org
ANN ARBOR PUBLIC SCHOOLS,Michigan,2602820,http://www.aaps.k12.mi.us/
ANNA CCSD 37,Illinois,1703750,NA
ANNA ISD,Texas,4808340,http://www.annaisd.net
ANNA JONESBORO CHSD 81,Illinois,1703780,NA
ANNA LOCAL,Ohio,3910004,http://www.anna.k12.oh.us/
ANNANDALE PUBLIC SCHOOL DISTRICT,Minnesota,2703150,http://www.annandale.k12.mn.us/
ANNAWAN CUSD 226,Illinois,1703810,NA
ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,Maryland,2400060,http://www.aacps.org
ANNETTE ISLAND SCHOOL DISTRICT,Alaska,0200525,http://www.aisdk12.org
ANNEX SD 29,Oregon,4101350,http://www.annex.k12.or.us
ANNISTON CITY,Alabama,0100090,http://www.annistonschools.com
ANNVILLE-CLEONA SD,Pennsylvania,4202490,http://www.acschools.org
ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Minnesota,2703180,http://www.anoka.k12.mn.us/
ANOTHER CHOICE VIRTUAL CHARTER SCHOOL INC.,Idaho,1600155,NA
ANSELMO-MERNA PUBLIC SCHOOLS,Nebraska,3100010,NA
ANSLEY PUBLIC SCHOOLS,Nebraska,3103060,NA
ANSON CHARTER ACADEMY,NORTH CAROLINA,3700437,NA
ANSON COUNTY SCHOOLS,North Carolina,3700180,http://www.ansonschools.org
ANSON ISD,Texas,4808400,http://www.ansontigers.com
ANSONIA LOCAL,Ohio,3904662,http://www.ansonia.k12.oh.us/
ANSONIA SCHOOL DISTRICT,Connecticut,0900060,http://www.ansonia.org
ANTELOPE ELEMENTARY,California,0602760,http://aesd-ca.schoolloop.com
ANTELOPE UNION HIGH SCHOOL DISTRICT,Arizona,0400720,NA
ANTELOPE VALLEY ROP,California,0600112,http://www.avrop.avhsd.org
ANTELOPE VALLEY SCHOOLS TRANSPORTATION AGENCY,California,0601363,NA
ANTELOPE VALLEY UNION HIGH,California,0602820,http://www.avdistrict.org
ANTHEM PREPARATORY ACADEMY,Arizona,0400819,NA
ANTHONY CHARTER SCHOOL,New Mexico,3500161,NA
ANTHONY ISD,Texas,4808430,http://www.anthonyisd.net
ANTHONY WAYNE LOCAL,Ohio,3904820,http://www.a-wayne.k12.oh.us/
ANTIETAM SD,Pennsylvania,4202480,http://www.antietamsd.org
ANTIGO UNIFIED SCHOOL DISTRICT,Wisconsin,5500360,http://www.antigo.k12.wi.us
ANTIOCH CCSD 34,Illinois,1703840,NA
ANTIOCH UNIFIED,California,0602850,http://www.antioch.k12.ca.us
ANTLERS,Oklahoma,4003060,http://www.antlers.k12.ok.us
ANTON ISD,Texas,4808460,http://antonisd.org
ANTONIA PANTOJA COMMUNITY CHARTER SCHOOL,Pennsylvania,4200813,NA
ANTWERP LOCAL,Ohio,3904899,http://www.aw.noacsc.org/
ANW SPECIAL EDUCATION COOPERATIVE,Kansas,2000048,NA
APACHE COUNTY SHERIFFS OFFICE,Arizona,0400837,NA
APACHE ELEMENTARY DISTRICT,Arizona,0400750,NA
APACHE JUNCTION UNIFIED DISTRICT,Arizona,0400790,http://www.ajusd.org
APEX ACADEMY,Ohio,3900309,http://www.nhaschools.com/schools/apex/en/pages/default.asp
APLINGTON-PARKERSBURG COMM SCHOOL DISTRICT,Iowa,1903750,http://www.apl-park.k12.ia.us
APOLLO,Ohio,3905077,NA
APOLLO-RIDGE SD,Pennsylvania,4202550,http://www.apolloridge.com
APPALACHIA IU 8,Pennsylvania,4289180,http://www.iu08.org
APPALACHIAN STATE U ACADEMY MIDDLE FORK,NORTH CAROLINA,3700427,NA
APPEX COLLEGIATE ACADEMY CHARTER SCHOOL,LOUISIANA,2200273,NA
APPLE CREEK 39,North Dakota,3802014,http://www.applecreekschool.org
APPLE SPRINGS ISD,Texas,4808490,http://www.asisd.com
APPLE VALLEY UNIFIED,California,0600017,http://www.avusd.org
APPLETON AREA SCHOOL DISTRICT,Wisconsin,5500390,http://www.aasd.k12.wi.us
APPLETON CITY R-II,Missouri,2903120,http://appletoncity.k12.mo.us/
APPLETON PUBLIC SCHOOLS,Maine,2302510,http://www.fivetowns.net/union/
APPLETREE EARLY LEARNING PCS,District of Columbia,1100054,http://www.appletreeinstitute.org
APPLING COUNTY,Georgia,1300060,NA
APPOMATTOX CO PBLC SCHS,Virginia,5100240,http://www.appomattox.schoolfusion.us/
APPOMATTOX REGIONAL GOV SCH,Virginia,5100032,http://www.args.k12.va.us
APPOQUINIMINK SCHOOL DISTRICT,Delaware,1000080,http://www.apposchooldistrict.com/
APPRENTICE ACADEMY HS OF NC,NORTH CAROLINA,3700439,NA
APRENDER TUCSON,Arizona,0400318,NA
APTAKISIC-TRIPP CCSD 102,Illinois,1703900,NA
AQUILLA ISD,Texas,4808520,http://www.aquillaisd.net/
AR-WE-VA COMM SCHOOL DISTRICT,Iowa,1903780,http://www.ar-we-va.k12.ia.us
ARAB CITY,Alabama,0100100,http://www.arabcityschools.org
ARANSAS COUNTY ISD,Texas,4808550,http://www.acisd.org
ARANSAS PASS ISD,Texas,4808580,http://www.apisd.org
ARAPAHO-BUTLER,Oklahoma,4003120,http://www.arapaho.k12.ok.us/
ARAPAHOE 1 ENGLEWOOD,Colorado,0800273,NA
ARAPAHOE 2 SHERIDAN,Colorado,0800228,NA
ARAPAHOE 5 CHERRY CREEK,Colorado,0800247,NA
ARAPAHOE 6 LITTLETON,Colorado,0800224,NA
ARAPAHOE CHARTER SCHOOL,North Carolina,3700038,http://www.arapahoecharter.org
ARAPAHOE PUBLIC SCHOOLS,Nebraska,3103090,NA
ARBON ELEMENTARY DISTRICT,Idaho,1600090,NA
ARBOR ACADEMY,Michigan,2600181,http://www.arbor-academy.org
ARBOR PARK SD 145,Illinois,1703930,NA
ARBOR PREPARATORY HIGH SCHOOL,Michigan,2600989,http://www.arborprep.com
ARCADIA CHARTER SCHOOL,Minnesota,2700355,http://artech.k12.mn.us/
ARCADIA LOCAL,Ohio,3910002,http://www.arcadia.noacsc.org/
ARCADIA PUBLIC SCHOOLS,Nebraska,3103120,NA
ARCADIA SCHOOL DISTRICT,Wisconsin,5500420,http://www.arcadia.k12.wi.us
ARCADIA UNIFIED,California,0602970,http://www.ausd.k12.ca.us
ARCADIA VALLEY R-II,Missouri,2903150,http://WWW.AVR2.ORG
ARCANUM-BUTLER LOCAL,Ohio,3904663,http://www.arcanum-butler.k12.oh.us/
ARCATA ELEMENTARY,California,0603000,http://arcataschooldistrict.org/
ARCH FORD EDUC. SERVICE COOP,Arkansas,0500011,http://www.afsc.k12.ar.us
ARCHBOLD-AREA LOCAL,Ohio,3904704,http://www.archbold.k12.oh.us/
ARCHER CITY ISD,Texas,4808610,http://www.archercityisd.net
ARCHIE R-V,Missouri,2903200,http://archie.k12.mo.us
ARCHULETA COUNTY SCHOOL DISTRICT NO. 50 JT,Colorado,0802190,http://www.mypagosaschools.com
ARCHWAY CLASSICAL ACADEMY ARETE,Arizona,0400888,NA
ARCHWAY CLASSICAL ACADEMY CHANDLER,Arizona,0400834,NA
ARCHWAY CLASSICAL ACADEMY CICERO,Arizona,0400886,NA
ARCHWAY CLASSICAL ACADEMY GLENDALE,Arizona,0400866,NA
ARCHWAY CLASSICAL ACADEMY LINCOLN,ARIZONA,0400925,NA
ARCHWAY CLASSICAL ACADEMY NORTH PHOENIX,Arizona,0400873,http://archwaynorthphoenix.org/
ARCHWAY CLASSICAL ACADEMY SCOTTSDALE,Arizona,0400841,http://www.greatheartsaz.org
ARCHWAY CLASSICAL ACADEMY TRIVIUM EAST,ARIZONA,0400930,NA
ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,Arizona,0400832,NA
ARCHWAY CLASSICAL ACADEMY VERITAS,Arizona,0400833,http://www.archwayveritas.org
ARCOHE UNION ELEMENTARY,California,0603060,http://www.arcohe.net
ARCOLA CUSD 306,Illinois,1703960,NA
ARDMORE,Oklahoma,4003180,http://www.ardmoreschools.org
ARDSLEY UNION FREE SCHOOL DISTRICT,New York,3603180,http://www.ardsleyschools.org
AREA 30 CAREER CENTER EDU INTER,Indiana,1800034,http://www.area30.k12.in.us
AREA COOPERATIVE EDUCATIONAL,Connecticut,0900070,http://www.aces.org
AREA SPECIAL EDUCATION COOPERATIVE,Minnesota,2700050,NA
AREA VOCATIONAL TECHNICAL SCHOOLS OF MERCER COUNTY,New Jersey,3409950,http://www.mcts.edu
ARENA UNION ELEMENTARY,California,0603090,http://www.mcoe.k12.ca.us/schools/arena_union
ARENA UNION ELEMENTARY/POINT ARENA JOINT UNION HIGH,California,0601325,http://www.pointarenaschools.org
ARENAC EASTERN SCHOOL DISTRICT,Michigan,2603060,http://www.arenaceastern.org
ARETE PREPARATORY ACADEMY,Arizona,0400757,http://www.mesaprep.org
ARGENTA-OREANA CUSD 1,Illinois,1703990,NA
ARGO CHSD 217,Illinois,1704020,NA
ARGONIA PUBLIC SCHOOLS,Kansas,2003430,http://www.argonia359.org
ARGOS COMMUNITY SCHOOLS,Indiana,1800180,http://www.argos.k12.in.us/
ARGOSY COLLEGIATE CHARTER SCHOOL (DISTRICT),MASSACHUSETTS,2500552,http://www.argosycollegiate.org
ARGYLE CENTRAL SCHOOL DISTRICT,New York,3603210,http://www.argylecsd.org
ARGYLE ISD,Texas,4808670,http://www.argyleisd.com
ARGYLE SCHOOL DISTRICT,Wisconsin,5500450,http://www.argyle.k12.wi.us
ARICKAREE SCHOOL DISTRICT NO. R-2,Colorado,0802220,http://www.arickaree.org
ARIN IU 28,Pennsylvania,4289380,http://www.iu28.org
ARISE ACADEMY,LOUISIANA,2200212,NA
ARISTOI CLASSICAL ACADEMY,Texas,4800019,http://www.aristoiclassical.org
ARISTOTLE PREPARATORY ACADEMY,North Carolina,3700350,http://aristotle.teamcfa.org
ARIZONA ACADEMY OF SCIENCE AND TECHNOLOGY  INC.,Arizona,0400164,http://www.azast.org
ARIZONA AGRIBUSINESS & EQUINE CENTER INC. 1,Arizona,0400106,http://www.aaehighschools.com
ARIZONA AGRIBUSINESS & EQUINE CENTER INC. 2,Arizona,0400417,http://www.aaechighschools.com
ARIZONA AGRIBUSINESS & EQUINE CENTER INC. 3,Arizona,0400426,http://www.aaechighschools.com/public-charter-school/south-mountain.html
ARIZONA AGRIBUSINESS & EQUINE CENTER INC. 4,Arizona,0400828,NA
ARIZONA AGRIBUSINESS & EQUINE CENTER INC. 5,Arizona,0400838,http://www.aaechighschools.com
ARIZONA AGRIBUSINESS & EQUINE CENTER INC. 6,ARIZONA,0400969,http://www.aaechighschools.com/
ARIZONA AUTISM CHARTER SCHOOLS  INC.,ARIZONA,0400913,NA
ARIZONA CALL-A-TEEN YOUTH RESOURCES  INC.,Arizona,0400057,http://www.acyraz.org
ARIZONA COMMUNITY DEVELOPMENT CORPORATION,Arizona,0400361,http://lpatucson.org
ARIZONA CONNECTIONS ACADEMY CHARTER SCHOOL  INC.,Arizona,0400427,http://www.connectionsacademy.com/arizona-online-school/home.aspx
ARIZONA DEPARTMENT OF CORRECTIONS,Arizona,0400120,http://corrections.az.gov/
ARIZONA LANGUAGE PREPARATORY,ARIZONA,0400918,http://www.azlanguageprep.com
ARIZONA MONTESSORI CHARTER SCHOOL AT ANTHEM,Arizona,0400415,http://www.caurusacademy.org
ARIZONA SCHOOL FOR THE ARTS,Arizona,0400056,http://www.goasa.org
ARIZONA STATE HOSPITAL,Arizona,0400455,NA
ARIZONA STATE SCHOOL FOR THE DEAF AND BLIND,Arizona,0400463,http://asdb.az.gov/
ARIZONA SUPREME COURT,Arizona,0400836,NA
ARK. RIVER EDUC  SERVICE COOP,Arkansas,0500024,http://genie.arsc.k12.ar.us/
ARK. SCHOOL FOR THE BLIND,Arkansas,0500035,http://arkansasschoolfortheblind.org
ARK. SCHOOL FOR THE DEAF,Arkansas,0500036,http://www.arkansas.gov/asd
ARKADELPHIA SCHOOL DISTRICT,Arkansas,0502430,http://apsd.k12.ar.us
ARKANSAS CITY,Kansas,2003450,http://www.usd470.com
ARKANSAS CONNECTIONS ACADEMY,ARKANSAS,0500417,http://#www.connectionsacademy.com/arkansas-virtual-school#
ARKANSAS CORRECTIONAL SCHOOLS,Arkansas,0500025,http://www.arkcs.arkansas.gov
ARKANSAS NORTHEASTERN COLLEGE TECHNICAL CENTER,Arkansas,0500080,http://www.anc.edu
ARKANSAS VIRTUAL ACADEMY,Arkansas,0500394,http://www.arva.org
ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,Arkansas,0500390,http://www.arkansas.gov/dhs/dys/
ARKOMA,Oklahoma,4003210,http://sites.google.com/site/arkomak12/
ARKPORT CENTRAL SCHOOL DISTRICT,New York,3603240,http://www.arkportcsd.org
ARLEE ELEM,Montana,3002220,http://www.arlee.k12.mt.us
ARLEE H S,Montana,3002250,http://www.arlee.k12.mt.us
ARLINGTON,Massachusetts,2501980,http://www.arlington.k12.ma.us
ARLINGTON,TENNESSEE,4700152,http://www.acsk-12.org
ARLINGTON CENTRAL SCHOOL DISTRICT,New York,3603270,http://www.arlingtonschools.org
ARLINGTON CLASSICS ACADEMY,Texas,4800158,http://www.acaedu.net
ARLINGTON CO PBLC SCHS,Virginia,5100270,http://www.apsva.us
ARLINGTON ELEMENTARY DISTRICT,Arizona,0400840,http://www.arlingtonelem.org
ARLINGTON HEIGHTS SD 25,Illinois,1704140,NA
ARLINGTON ISD,Texas,4808700,http://www.aisd.net
ARLINGTON LOCAL,Ohio,3904742,http://www.arlingtonlocalschools.com/
ARLINGTON PUBLIC SCHOOLS,Nebraska,3103130,NA
ARLINGTON SCHOOL DISTRICT,Vermont,5001830,NA
ARLINGTON SCHOOL DISTRICT,Washington,5300240,http://www.asd.wednet.edu
ARLINGTON SCHOOL DISTRICT 38-1,South Dakota,4603720,http://www.arlington.k12.sd.us
ARLINGTON SD 3,Oregon,4101470,http://www.honkernet.net
ARMADA AREA SCHOOLS,Michigan,2603240,NA
ARMONA UNION ELEMENTARY,California,0603180,http://www.auesd.com
ARMOREL SCHOOL DISTRICT,Arkansas,0502550,http://armorel.crsc.k12.ar.us
ARMOUR SCHOOL DISTRICT 21-1,South Dakota,4603780,http://www.armour.k12.sd.us
ARMSTRONG SD,Pennsylvania,4202590,http://www.asd.k12.pa.us
ARMSTRONG TWP HSD 225,Illinois,1704230,NA
ARMSTRONG-ELLIS CONS SD 61,Illinois,1704200,NA
ARNETT,Oklahoma,4003240,http://www.arnett.k12.ok.us
ARNOLD PUBLIC SCHOOLS,Nebraska,3100073,NA
AROCK SD 81,Oregon,4101500,http://www.malesd.k12.or.us
AROMAS/SAN JUAN UNIFIED,California,0691136,http://www.asjusd.k12.ca.us
ARP ISD,Texas,4808730,http://www.home.arpisd.org/
ARRIBA-FLAGLER CONSOLIDATED SCHOOL DISTRICT NO. 20,Colorado,0802260,http://www.af20.net
ARROW ACADEMY,Texas,4801416,http://www.arrowacademy.org
ARROWHEAD ELEM,Montana,3002300,http://arrowheadk8.org
ARROWHEAD UHS SCHOOL DISTRICT,Wisconsin,5506180,http://www.arrowheadschools.org
ART AND SCIENCE ACADEMY,Minnesota,2700397,NA
ARTESIA PUBLIC SCHOOLS,New Mexico,3500120,NA
